ScanSourceItemNumber,ManufacturerItemNumber,Manufacturer,ItemStatus,PlantMaterialStatusValidfrom,ItemImage,ReboxItem,BStockItem,CatalogName,BusinessUnit,CategoryPath,ProductFamilyImage,ProductFamilyDescription,ProductFamilyHeadline,Description,ProductFamily
PANXWVS6530N,WV-S6530N RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network PTZ Cameras,,,,Rebox: 1080P H.265 Outdoor PTZ 21X Zoom,Panasonic Network PTZ Cameras
PAN-WVS6530N,WV-S6530N,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs6530n,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network PTZ Cameras,,,,1080P H.265 Outdoor PTZ 21X Zoom,Panasonic Network PTZ Cameras
PAN-WVS6131,WV-S6131,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs6131,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network PTZ Cameras,,,,1080P H.265 Indoor PTZ Style Camera,Panasonic Network PTZ Cameras
PANXWVS6130,WV-S6130 RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network PTZ Cameras,,,,Rebox: 1080P H.265 Indoor PTZ Style Camera 21X,Panasonic Network PTZ Cameras
PAN-WVS6130,WV-S6130,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs6130,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network PTZ Cameras,,,,1080P H.265 Indoor PTZ Style Camera 21X,Panasonic Network PTZ Cameras
PAN-WVS6111,WV-S6111,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs6111,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network PTZ Cameras,,,,720P H.265 Indoor PTZ Style Camera,Panasonic Network PTZ Cameras
PIP-WVS4576LM,WV-S4576LM,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"12MP SENSOR OUTDOOR VANDAL RESISTANT 360-DOME CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 1.4MM FISHEYE LENS, 2992X2992PIXEL UP TO 30FPS, IR LED, IP66, IK10, AUDIO IN/OUT, M12 CONNECTOR, 5-YEAR WARRANTY, VIDEO INSIGHT 7.9 OR HIGHER",Panasonic Network Fixed Dome Cameras
PIP-WVS4576L,WV-S4576L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"12MP SENSOR OUTDOOR VANDAL RESISTANT 360-DOME CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 1.4MM FISHEYE LENS, 2992X2992PIXEL UP TO 30FPS, IR LED, IP66, IK10, AUDIO IN/OUT, 5-YEAR WARRANTY, VIDEO INSIGHT 7.9 OR HIGHER",Panasonic Network Fixed Dome Cameras
PIP-WVS4556LM,WV-S4556LM,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"5MP SENSOR OUTDOOR VANDAL RESISTANT 360-DOME CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 0.84MM FISHEYE LENS, 2192X2192PIXEL UP TO 30FPS, IR LED, IP66, IK10, AUDIO IN/OUT, M12 CONNECTOR, 5-YEAR WARRANTY, VIDEO INSIGHT 7.9 OR HIGHER",Panasonic Network Fixed Dome Cameras
PIP-WVS4556L,WV-S4556L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"5MP SENSOR OUTDOOR VANDAL RESISTANT 360-DOME CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 0.84MM FISHEYE LENS, 2192 X 2192PIXEL UP TO 30FPS, IR LED, IP66, IK10, AUDIO IN/OUT, 5-YEAR WARRANTY, VIDEO INSIGHT 7.9 OR HIGHER",Panasonic Network Fixed Dome Cameras
PIP-WVS4551L8,WV-S4551L/8,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network 360 Degree Cameras,,,,WV-S4551L - 8 PACK,Panasonic Network 360 Degree Cameras
PIP1WVS4551L,WV-S4551L B1,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network 360 Degree Cameras,,,,"B Stock: 5MP SENSOR OUTDOOR VANDAL RESISTANT 360 DOME CAMERA, H.265/H.264/MJPEG, 0.84MM FISHEYE LENS, 2192X2192PIXEL UP TO 30FPS, IR LED, IP66, IK10, AUDIO IN/OUT, BUILT-IN MIC, 5 YEAR WARRANTY, VIDEO INSIGHT 7.8 OR HIGHER",Panasonic Network 360 Degree Cameras
PIP-WVS4551L,WV-S4551L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network 360 Degree Cameras,,,,"5MP SENSOR OUTDOOR VANDAL RESISTANT 360 DOME CAMERA, H.265/H.264/MJPEG, 0.84MM FISHEYE LENS, 2192X2192PIXEL UP TO 30FPS, IR LED, IP66, IK10, AUDIO IN/OUT, BUILT-IN MIC, 5 YEAR WARRANTY, VIDEO INSIGHT 7.8 OR HIGHER",Panasonic Network 360 Degree Cameras
PANXWVS4550LM,WV-S4550LM RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs4550lm,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network 360 Degree Cameras,,,,Rebox: 5MP 360 OUTDOOR DOME H.265 W/IR M12,Panasonic Network 360 Degree Cameras
PANXWVS4550L,WV-S4550L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network 360 Degree Cameras,,,,Rebox: 5MP 360 OUTDOOR DOME H.265 W/IR,Panasonic Network 360 Degree Cameras
PIP-WVS4176,WV-S4176,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"12MP SENSOR INDOOR 360-DOME CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 1.4MM FISHEYE LENS, 2992X2992PIXEL UP TO 30FPS, AUDIO IN/OUT, BUILT-IN MIC, 5-YEAR WARRANTY, VIDEO INSIGHT 7.9 OR HIGHER",Panasonic Network Fixed Dome Cameras
PIP-WVS4156,WV-S4156,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"5MP SENSOR INDOOR 360-DOME CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 0.84MM FISHEYE LENS, 2192X2192PIXEL UP TO 30FPS, AUDIO IN/OUT, BUILT-IN MIC, 5-YEAR WARRANTY, VIDEO INSIGHT 7.9 OR HIGHER",Panasonic Network Fixed Dome Cameras
PIPXWVS4151,WV-S4151 RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network 360 Degree Cameras,,,,"Rebox: 5MP SENSOR INDOOR 360 DOME CAMERA, H.265/H.264/MJPEG, 0.84MM FISHEYE LENS, 2192X2192PIXEL UP TO 30FPS, AUDIO IN/OUT, BUILT-IN MIC, 5 YEAR WARRANTY, VIDEO INSIGHT 7.8 OR HIGHER",Panasonic Network 360 Degree Cameras
PANXWVS4150,WV-S4150 RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network 360 Degree Cameras,,,,Rebox: 5MP 360 INDOOR DOME H.265,Panasonic Network 360 Degree Cameras
PAN-WVS3532LM,WV-S3532LM,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs3532lm,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,1080P H.265 OUTDOOR VANDAL DOME IR M12,Panasonic Network Fixed Dome Cameras
PIP-WVS3531L12,WV-S3531L/12,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,WV-S3531L 12 PACK,Panasonic Network Fixed Dome Cameras
PAN-WVS3531L,WV-S3531L,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs3532lm,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,WV-S3531L - 1080P H.265 OUTDOOR VANDAL DOME IR,Panasonic Network Fixed Dome Cameras
PAN-WVS3512LM,WV-S3512LM,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs3512lm,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,720P H.265 OUTDOOR VANDAL DOME IR M12,Panasonic Network Fixed Dome Cameras
PANXWVS3511L,WV-S3511L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"Rebox: WV-S3531L, 720P H.265 OUTDOOR VANDAL DOME IR",Panasonic Network Fixed Dome Cameras
PAN-WVS3511L,WV-S3511L,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs3511l,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"WV-S3531L, 720P H.265 OUTDOOR VANDAL DOME IR",Panasonic Network Fixed Dome Cameras
PIP-WVS3131L12,WV-S3131L/12,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,WV-S3131L 12 PACK,Panasonic Network Fixed Dome Cameras
PANXWVS3131L,WV-S3131L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,Rebox: 1080P H.265 INDOOR DOME IR,Panasonic Network Fixed Dome Cameras
PAN-WVS3131L,WV-S3131L,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs3131l,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,1080P H.265 INDOOR DOME IR,Panasonic Network Fixed Dome Cameras
PAN-WVS3111L,WV-S3111L,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs3111l,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,720P H.265 INDOOR DOME IR,Panasonic Network Fixed Dome Cameras
PIP-WVS2572L4,WV-S2572L/4,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,WV-S2572L - 4 PACK,Panasonic Network Fixed Dome Cameras
PIP-WVS2572L,WV-S2572L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"4K Outdoor Vandal Resistant Dome camera, H.265/H.264/MJPEG, 4.3-8.6mm 2.0x Motorized zoom lens, IR LED, IP66, IK10, 5 Year Warranty, Video Insight 7.8 or Higher",Panasonic Network Fixed Dome Cameras
PIP-WVS2552L,WV-S2552L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"5MP Outdoor Vandal Resistant Dome camera, H.265/H.264/MJPEG, 2.9-9mm 3.1x Motorized zoom lens, IR LED, IP66, IK10, 5 Year Warranty, Video Insight 7.8 or Higher",Panasonic Network Fixed Dome Cameras
PANXWVS2550L,WV-S2550L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,Rebox: 5MP OUTDOOR VANDAL DOME CAM H.265 W/IR,Panasonic Network Fixed Dome Cameras
PIP-WVS2536LTN,WV-S2536LTN,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"1080P OUTDOOR VANDAL RESISTANT BULLET CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 9-21MM",Panasonic Network Fixed Dome Cameras
PIP-WVS2536LN,WV-S2536LN,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"1080P OUTDOOR VANDAL RESISTANT DOME CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 2.9-9MM 3.1X MOTORIZED ZOOM LENS, IR LED, IP66, IK10, CLEARSIGHT DOME, 5 YEAR WARRANTY, VIDEO INSIGHT 7.8.3 OR HIGHER",Panasonic Network Fixed Dome Cameras
PAN2WVS2531LTN,WV-S2531LTN B2,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,B Stock: 1080P H.265 Outdoor Vandal Dome w/IR LED 9-21mm Telephoto,Panasonic Network Fixed Dome Cameras
PAN1WVS2531LTN,WV-S2531LTN B1,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,B Stock: 1080P H.265 Outdoor Vandal Dome w/IR LED 9-21mm Telephoto,Panasonic Network Fixed Dome Cameras
PANXWVS2531LN,WV-S2531LN RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"Rebox: Full HD Vandal Resistant and Waterproof Dome Network Camera 1080p  60 fps   H.265, Super Dynamic Delivers 144 dB Wide Dynamic Range, Day and Night  Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PANXWVS2511LN,WV-S2511LN RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs2511ln,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"Rebox: Full HD Vandal Resistant and Waterproof Dome Network Camera 720p 60 fps H.265, Super Dynamic Delivers 144 dB Wide Dynamic Range, Day and Night Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PAN2WVS2511LN,WV-S2511LN B2,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs2511ln,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"B Stock: Full HD Vandal Resistant and Waterproof Dome Network Camera 720p 60 fps H.265, Super Dynamic Delivers 144 dB Wide Dynamic Range, Day  and Night Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PIP-WVS2272L8,WV-S2272L/8,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,WV-S2272L - 8 PACK,Panasonic Network Fixed Dome Cameras
PIP-WVS2272L,WV-S2272L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"4K Indoor Vandal Resistant Dome camera, H.265/H.264/MJPEG, 4.3-8.6mm 2.0x Motorized zoom lens, IR LED, IK10, 5 Year Warranty, Video Insight 7.8 or Higher",Panasonic Network Fixed Dome Cameras
PIP-WVS2252L8,WV-S2252L/8,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,WV-S2252L - 8 PACK,Panasonic Network Fixed Dome Cameras
PIP-WVS2252L,WV-S2252L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"5MP Indoor Vandal Resistant Dome camera, H.265/H.264/MJPEG, 2.9-9mm 3.1x Motorized zoom lens, IR LED, IK10, 5 Year Warranty, Video Insight 7.8 or Higher",Panasonic Network Fixed Dome Cameras
PANXWVS2250L,WV-S2250L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,Rebox: 5MP INDOOR VANDAL DOME CAMERA H.265 W/IR,Panasonic Network Fixed Dome Cameras
PIP-WVS2236L,WV-S2236L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"1080P INDOOR VANDAL DOME CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 2.9-9.0mm 3.1X MOTORIZED ZOOM LENS, IR LED IK10, 5 YEAR WARRANTY, VIDEO INSIGHT 7.8.3 OR HIGHER",Panasonic Network Fixed Dome Cameras
PANXWVS2231L,WV-S2231L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs2231l,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"Rebox: Full HD Vandal Resistant Dome Network Camera 1080p 60 fps H.265, Super Dynamic Delivers 144 dB Wide Dynamic Range, Day and Night Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PAN1WVS2231L,WV-S2231L B1,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs2231l,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"B Stock: Full HD Vandal Resistant Dome Network Camera 1080p 60 fps H.265, Super Dynamic Delivers 144 dB Wide Dynamic Range, Day and Night Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PANXWVS2211L,WV-S2211L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"Rebox: Full HD Vandal Resistant Dome Network Camera 720p 60 fps H.265, Super Dynamic Delivers 144 dB Wide Dynamic Range, Day and Night Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PAN2WVS2211L,WV-S2211L B2,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"B Stock: Full HD Vandal Resistant Dome Network Camera 720p 60 fps H.265,  Super Dynamic Delivers 144 dB Wide Dynamic Range, Day and Night Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PIPXWVS2136L,WV-S2136L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"Rebox: 1080P INDOOR DOME CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 2.9-9.0mm 3.1X MOTORIZED ZOOM LENS, IR LED 5 YEAR WARRANTY, VIDEO INSIGHT 7.8.3 OR HIGHER",Panasonic Network Fixed Dome Cameras
PIP-WVS2136L,WV-S2136L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"1080P INDOOR DOME CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 2.9-9.0mm 3.1X MOTORIZED ZOOM LENS, IR LED 5 YEAR WARRANTY, VIDEO INSIGHT 7.8.3 OR  HIGHER",Panasonic Network Fixed Dome Cameras
PANXWVS2131L,WV-S2131L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"Rebox: Full HD Dome Network Camera 1080p 60 fps H.265, Super Dynamic Delivers 144 dB Wide Dynamic Range, Day and Night Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PAN1WVS2131L,WV-S2131L B1,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"B Stock: Full HD Dome Network Camera 1080p 60 fps H.265, Super Dynamic Delivers 144 dB Wide Dynamic Range, Day and Night Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PANXWVS2111L,WV-S2111L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"Rebox: Full HD Dome Network Camera720p 60 fps H.265, Super Dynamic Delivers 144   dB Wide Dynamic Range, Day and Night Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PAN-WVS2111L,WV-S2111L,Panasonic i-Pro,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-wvs2111l,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"Full HD Dome Network Camera720p 60 fps H.265, Super Dynamic Delivers 144   dB Wide Dynamic Range, Day and Night Function, Intelligent Face Compression",Panasonic Network Fixed Dome Cameras
PANXWVS2110,WV-S2110 RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,Rebox: 720P H.265 Indoor Dome Camera,Panasonic Network Fixed Dome Cameras
PAN1WVS2110,WV-S2110 B1,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,B Stock: 720P H.265 Indoor Dome Camera,Panasonic Network Fixed Dome Cameras
PIP-WVS1572L4,WV-S1572L/4,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Cameras,,,,WV-S1572L - 4 PACK,Panasonic Network Fixed Cameras
PIP-WVS1572L,WV-S1572L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Cameras,,,,"4K Outdoor Vandal Resistant Box camera, H.265/H.264/MJPEG, 4.3-8.6mm 2.0x Motorized zoom lens, IR LED, IP66, IK10, 5 Year Warranty, Video Insight 7.8 or Higher",Panasonic Network Fixed Cameras
PIP-WVS1552L,WV-S1552L,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Cameras,,,,"5MP Outdoor Vandal Resistant Box camera, H.265/H.264/MJPEG, 2.9-9mm 3.1x Motorized zoom lens, IR LED, IP66, IK10, 5 Year Warranty, Video Insight 7.8 or Higher",Panasonic Network Fixed Cameras
PANXWVS1550L,WV-S1550L RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Cameras,,,,"Rebox: 5MP Outdoor Bullet Network Camera, H.265",Panasonic Network Fixed Cameras
PIP-WVS1536LTN,WV-S1536LTN,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"1080P OUTDOOR VANDAL RESISTANT BOX CAMERA WITH AI ENGINE, H.265/H.264/MJPEG, 9-21MM 2.3X MOTORIZED ZOOM LENS, IR LED, IP66, IK10, CLEARSIGHT DOME, 5 YEAR WARRANTY, VIDEO INSIGHT 7.8.3 OR HIGHER",Panasonic Network Fixed Dome Cameras
PIP-WVS1536LN,WV-S1536LN,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Cameras,,,,1080P OUTDOOR VANDAL RESISTANT BULLET CAMERA,Panasonic Network Fixed Cameras
PANXWVS1531LN,WV-S1531LN RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Cameras,,,,"Rebox: Full HD Waterproof Network Camera 1080p 60 fps H.265, Super Dynamic Delivers 144 dB Wide Dynamic Range, Day and Night Function, Intelligent Face Compression",Panasonic Network Fixed Cameras
PIP-WVS1136,WV-S1136,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Dome Cameras,,,,"1080P INDOOR BOX CAMERA WITH AI ENGINE, H.265/H.264/MJPEG LENS NOT INCLUDED 5 YEAR WARRANTY, VIDEO INSIGHT 7.8.3 OR HIGHER",Panasonic Network Fixed Dome Cameras
PANXWVS1111,WV-S1111 RB,Panasonic i-Pro,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Physical Security//Video Surveillance//Surveillance Cameras//Panasonic Network Fixed Cameras,,,,Rebox: 720P H.265 Indoor Box Style Camera,Panasonic Network Fixed Cameras
